,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,p_in,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.047453628314034935,0.06269491448444893,0.02485133717360104,0.6774136280337525,0.006159038203235153,0.009346187328720355,0.00421498050212901,1.662912372198953,0.5239887954410777,1.5479256301977995,0.0624169448760714,0.08950112631785676,0.001563551849974039,0.00844825032152074,0.006207812765083485,0.008937829581585541,0.010412039902750955,0.08576101607831264,2.8389187708708157,0.06290047170099101,0.16679618256760714,2.0139265174750093e-05,11.125958289949489
PIGEON LAKE,0.017334404952430126,0.019757594687539383,0.0010902770661165295,0.7286212987708076,0.007066724594226155,0.0026972848817063445,0.003965599592969951,1.5565358818216144,1.2505372847899556,1.7805625825037903,0.04829302578029348,0.09080420070697579,0.0019082804488360985,0.008153615675505795,0.005378660325574701,0.006107404664058706,0.02429723011807662,0.289893689538619,3.0957130263241477,1.2754430973184983,0.14656818588867399,0.00031931281023984,10.960521509279179
PIGEON LAKE,0.025532687458134806,0.04932822651673583,0.04571144819842115,0.7772509542568561,0.0031994617943227202,0.007187554558391419,0.0015666097161335128,1.9061208496963296,1.2882144124306942,1.1728588231648645,0.0721106277866275,0.07873176131742719,0.009563287531830597,0.006522963303579551,0.0069986200429715635,0.004884854297485783,0.09354418571239428,0.04130942159208442,2.77648268882151,0.05597207451518173,0.14902253429647297,2.190962328446028e-05,10.9009142368511
PIGEON LAKE,0.06502447720298636,0.04471442507264572,0.03559617891189369,0.7942064110724023,0.009273924155979437,0.008887829323520974,0.01137115166970323,0.373673592774208,0.8206632725666887,0.55728858330822,0.03234942608814957,0.0464686814331967,0.004517078304855186,0.0027909942545176415,0.0010023678686065952,0.005165566850797679,0.04876104947645239,0.15655208312392216,2.8676434376443303,0.0708426297241765,0.1672177047901307,4.081457766574835e-05,11.232472601485348
PIGEON LAKE,0.014474271112396984,0.027555721679531825,0.014825537981121094,0.7254299188286064,0.003028704100268859,0.005379352762264009,0.009436564504339544,1.6877631149442356,0.936912350988499,1.4912904421158402,0.09517752845632475,0.023954551763839944,0.001077180945030805,0.005822850423968192,0.008195460906976839,0.00775925944222056,0.0010111575600689204,0.23226786446697817,2.841760408438775,0.1536102445190651,0.16256520291986107,0.0003947492968524132,11.050471437019322
PIGEON LAKE,0.027771275882592858,0.0964958663588318,0.007333257735026154,0.6926527109885264,0.00597344522080232,0.003060938220440556,0.005921675812558037,1.3886624726230126,1.9552342582335842,1.1665659123167407,0.006139357530850209,0.050119244219576704,0.009034750836250865,0.0015591349110899537,0.002695449021639786,0.005274798027295563,0.06813288833347855,0.2658145603100037,2.832849429558903,0.039318700641219215,0.15580231901637295,2.38244666338219e-05,11.136252874111387
PIGEON LAKE,0.008980023401848503,0.04175046047455783,0.07671198712371174,0.6603864585809105,0.008133335748321284,0.008270259204534922,0.009961402589941718,1.3309380267593018,1.3929749099890303,0.7133569089885514,0.012289974726516717,0.06353521226998282,0.004957469084213635,0.003830274945974485,0.0015444381717342878,0.006219758652618099,0.030653656490444277,0.22250251445764618,2.8454847881748346,0.0778464251252498,0.16756626804385283,0.000377631914387191,11.136148827615848
PIGEON LAKE,0.06533334958766114,0.01447604108263656,0.026471602296462643,0.7993580580168432,0.003849698879518015,0.008816566791029436,0.00012090694453810533,1.7527588871551727,1.4756745982630637,0.6437873345129659,0.044790339507814,0.06869974833008965,0.0032102842653184793,0.00928459124978624,0.008913833434238256,0.008406906738293416,0.08953799588976794,0.2174525780919692,9.58663432042667,28.65472169787963,0.10517322274261362,3.909959518560248e-05,9.586603261489254
PIGEON LAKE,0.04360738749705498,0.06187356631810512,0.08343252923673838,0.7523275410365804,0.0025575962719456492,0.008907682535671984,0.012840633637822917,0.8396042146713562,1.5051866644201333,1.1529771276737562,0.07769580717793977,0.007218972707956434,0.008267602933065157,0.005898456872732103,0.006137924161525933,0.006658216593862523,0.13173867780755286,0.08436340367960682,3.0169281852056704,1.2944752636329953,0.11989537167431524,1.989416872112658e-05,10.65332221134665
PIGEON LAKE,0.07753424365838553,0.04215004721674365,0.09796407771563709,0.6793410445232894,0.006886522300147957,0.009774624122214852,0.00015342866701373737,1.6420924626623072,0.5453471829704243,1.7553398357882402,0.08957833355666564,0.022701495787713685,0.003837947894712145,0.0027605066465104765,0.008793746412866395,0.006828072270014599,0.011137989137346163,0.13754726335683504,2.8317677913280095,0.07583355541874469,0.1675711076869511,0.0001842286252944304,11.083482273581048
PIGEON LAKE,0.09928818953550142,0.05192253703857931,0.0039174920698533955,0.7679950753956242,0.00323470599304427,0.006076875636505591,0.001966467788100029,1.0376906798726453,1.92840045107139,1.0926866750019641,0.09089154835778027,0.05408355514746896,0.0024936454990496393,0.008350100512797517,0.0038680818162908507,0.005217278880346238,0.08591880977346908,0.23959053489906296,8.372740985137574,23.887557510378002,0.10305061657375479,2.7004785007210854e-05,9.50032880881353
PIGEON LAKE,0.08074642812465355,0.013052556186741296,0.008154195741734704,0.7318107452822151,0.001223315975843916,0.009459768936390951,0.008044724292523012,1.347729098639638,0.8384071352271416,1.6433500841403024,0.02055152229728376,0.05322107394492563,0.007122747652445588,0.0024263959856543624,0.0066100735760912,0.0027959724445895794,0.02595220123128572,0.09890769004219638,5.657201672761005,12.768247190606072,0.0871464599384725,3.0483099409509923e-05,9.773382557400064
PIGEON LAKE,0.05900335169815274,0.07070914603687027,0.08779913592456003,0.7615134603364213,0.007314570234629687,0.007069996935791002,0.004575469963320079,1.0826563668877114,1.00999418424449,0.5729559339241398,0.011494874290474202,0.07405479570048717,0.00437712316846741,0.005319049914882082,0.004471363658805402,0.005956453058026521,0.10847989884561077,0.059888049323251216,2.839498344965162,0.05858638066913704,0.16596261728110376,1.9737696500874097e-05,11.133424644213907
PIGEON LAKE,0.02602199162375612,0.008612293034712164,0.010358442471036483,0.7483434294551535,0.00881081908462289,0.008441603741616002,0.003794083590145885,0.5723258650470182,1.345590961176987,0.818611071353501,0.05893331462241214,0.03617324087522168,0.009487378474569732,0.009248944388897245,0.002957171441734178,0.006008166340330166,0.08992203436438355,0.10329927189210023,3.4456879064194355,3.179236142406629,0.10172225476080192,3.0101786832186075e-05,10.501763126723478
PIGEON LAKE,0.04604813366065526,0.03230700281471274,0.052185897641714565,0.7720910379876114,0.0010141218266446293,0.002965640195723922,0.01212399890039566,1.2835538764156245,1.762378033878694,1.8775647618301694,0.0540906035613545,0.05300020433092735,0.004966909367131371,0.00494011319473329,0.0076747347966674515,0.003178915844075064,0.07325099555188612,0.11012826862385591,5.4196850664876095,11.661231107223154,0.08833633901207068,1.994301513803346e-05,9.929152876700075
PIGEON LAKE,0.0009674428602675644,0.03485794935339331,0.04283895660904144,0.7067707560563481,0.0031109883719193797,0.009531315708592362,0.01271974674534115,0.9258457764197605,1.980587018098284,0.9204926857026594,0.07665269346577164,0.06696736056282626,0.0015953517057942924,0.0011421796496979804,0.004360808882323441,0.007440102905683889,0.09483640663186448,0.21161003593511704,2.8713277891002695,0.036886623686389085,0.16342940765347336,0.00010457923644119287,11.284890545824775
PIGEON LAKE,0.03110491661668524,0.038215284319314015,0.06075337403841105,0.7446203246727945,0.0038949102562777908,0.008843176139388098,0.0053735003424287145,1.6259070035667615,1.9156534595509829,0.9967629619003477,0.01106699618813168,0.0761823540633611,0.008143656488308818,0.005283503781287258,0.008965595236114983,0.009986595841488938,0.05462098628261719,0.18375072442555318,2.87995808944359,0.39864752472754394,0.13423195823843728,6.58897110969415e-05,10.986886985097282
PIGEON LAKE,0.03152040544231445,0.022975985207302298,0.04432739985606166,0.6619206796963077,0.008961513464483626,0.001997403715392239,0.0018610688621844926,1.8082000666404174,1.1198738000807944,0.8362476503748812,0.004373332059128682,0.06450753651180986,0.008379515654220545,0.00731038216531303,0.005427045980132116,0.009369470061441742,0.02271506149450086,0.24367964738583844,2.8396060823403344,0.07503619458920398,0.16752368360409156,0.0004183257144881547,11.115446125453554
PIGEON LAKE,0.08189639153299033,0.05278752652294494,0.01520252087211562,0.6797345421494457,0.004050666166331776,0.009929085445250986,0.010929543190506444,0.7474661738093901,0.6977205262389642,1.7277409888538329,0.015125534082144378,0.049747346480005526,0.004535293624031148,0.006554320610090219,0.0077829832403268455,0.007820884507018571,0.04543874451960833,0.21061951472539261,3.5987392493406047,3.7259208605540017,0.10562878461804166,2.024684829844023e-05,10.563387105342077
PIGEON LAKE,0.05406115419441463,0.08349133642173773,0.03518655917546298,0.6709106593884586,0.006069816242638079,0.0063594635159095,0.004485991874475782,0.7058223367246181,1.4252562930519284,1.8886020936093428,0.036890918883009355,0.04321589790869654,0.006587059444938671,0.004776252512761918,0.008310559999258565,0.001839061769968254,0.046828818875483055,0.12166777302677109,2.8456428442835113,0.0555333144303959,0.16606485291573672,2.0031526097812516e-05,11.160953178261815
PIGEON LAKE,0.00259970118455901,0.07595913441707827,0.09627410199198913,0.7581002229260317,0.005070069057637305,0.008777525147866215,0.01038407332464094,1.7927620319158533,0.7435714160435304,1.4014257367591056,0.025207136238013413,0.04596988412897628,0.0033773442095503606,0.0031807684813388703,0.007110692018730499,0.0010812867171154103,0.1356605194293645,0.22928636279783676,2.879353152816796,0.058846233318300224,0.16584949068827848,9.728645824693412e-05,11.29261960080236
PIGEON LAKE,0.022820391859494485,0.08822178251711063,0.023684378476708,0.6623251290695757,0.005861507933200118,0.0054730960234252645,0.0012454366857235282,1.8367064435655223,1.581293983957092,0.9312229215587124,0.010139154534382841,0.0922482271211493,0.004001425437931593,0.0051454230978264645,0.0020231318803644845,0.008084171990999766,0.0628082873741483,0.22382493993910696,2.850139215527608,0.01795917699094232,0.1617022937705593,3.798015353306309e-05,11.220857411195398
PIGEON LAKE,0.05336918637750705,0.01709598008775639,0.0856566512379067,0.6983324193761663,0.008501707613466076,0.003502509242661091,0.006081825817458087,0.5636940098166774,1.419180638637604,1.9418246637973775,0.05133277939467477,0.0681765697624207,0.002614435914970042,0.004633273298428154,0.0028291277392778237,0.0018805828791598664,0.06558281988916687,0.1203005696426947,2.8481461542442688,0.07080188310902698,0.16710540841828989,4.459388381754218e-05,11.154632731565941
PIGEON LAKE,0.07155487388886647,0.019315161073078166,0.027909588575792916,0.7695709271879962,0.00723586014210398,0.004542839164271085,0.006412315726150713,0.6052071727512853,0.9623434668361666,1.2110008835413388,0.01638767632286056,0.0840721876968937,0.007415280955273709,0.004150514436222877,0.00591681287745187,0.0014071103992455824,0.04645021673889713,0.05890726455959394,2.8229342971435214,0.034140489869282545,0.16362798349345598,1.975675582860449e-05,11.093948958455519
PIGEON LAKE,0.06124112396273055,0.03133380636021252,0.07772215467731855,0.696016931302845,0.0065031220233729686,0.005848514546315481,0.011047286845034827,1.3650258378999867,0.5981780433741885,1.5804257987641268,0.0906512718234391,0.054976418471874115,0.005966864625122769,0.007245137978837406,0.005256077552635419,0.007407897007507486,0.007908192245835804,0.10915600746551676,2.829841973441717,0.07590285761155038,0.16757029882059452,0.0001190653629110737,11.075775671971812
PIGEON LAKE,0.09876206786533637,0.0587890578027439,0.08888269308105338,0.7831085573795202,0.0016094506282194046,0.007337522148177127,0.008286336853745626,1.7387034217639425,1.9432081657052227,1.832459349461847,0.030639736880447275,0.07205024613099795,0.0016512059164901145,0.0037850331323395154,0.002740588761448591,0.0027033244315744914,0.12721790991618848,0.15028991458576949,6.822726725280846,17.45693215725045,0.09189540634440904,2.2600874260004256e-05,9.742056736654268
PIGEON LAKE,0.09105051653418322,0.08448736361432432,0.027035581952225995,0.6690796620715506,0.007505151320682523,0.0012476256233648576,0.004768051669242714,0.6565983375315838,1.1939780606015278,1.6912839349699342,0.08984173890021922,0.07085581324256392,0.009835209451571122,0.00965096380036004,0.00470438656167889,0.0018328497142547757,0.08074703187589216,0.1896824392085947,2.845711963762619,0.03531411007255962,0.16422047938469567,2.4061180208274707e-05,11.183289204413013
PIGEON LAKE,0.026592888370025047,0.08191691724795863,0.07971035563245955,0.6886589488565229,0.0024797265646188216,0.003212317451337988,0.011609738108866164,0.27530703577578053,1.0546667594318626,1.406330584409927,0.08852129590920171,0.08729365347169815,0.0012241751426606533,0.0011032367091931014,0.009208696952974289,0.00519244848905073,0.14345265585422062,0.06569323119336087,2.7945470068969858,0.18560577287890184,0.1420953765124012,2.1519120339377194e-05,10.850465359076301
PIGEON LAKE,0.08566516780014993,0.05610712055530035,0.08466816645324748,0.7875479461169455,0.009730675297085456,0.003774258033111576,0.0016850114561910937,0.2536151849133309,1.544979454456171,1.005988848988199,0.05840224231894577,0.03622949778903038,0.004588146571365019,0.008280871742500872,0.0014760576701917973,0.008618541911719447,0.02577679211826949,0.04505430518692653,2.8294591654086023,0.07651500068383543,0.16757125017219726,2.099217913097865e-05,11.073729418599246
PIGEON LAKE,0.06901906248435093,0.09395900342732671,0.07086506379777016,0.6717222300338453,0.004085402203691823,0.00825563977095007,0.010452275446361767,1.0217006926448713,1.3366781973455266,1.345338387754406,0.07880397157949962,0.0409215008941469,0.0027575923757738137,0.00407221806909096,0.0014381615919781118,0.008380155994382875,0.062269479786169944,0.21637565097939804,2.8255161748957804,0.060628726755520404,0.14845929381067285,4.4643870712961495e-05,11.092932035146216
PIGEON LAKE,0.043224187693621956,0.06764756063045994,0.061512034630770776,0.6735101297273207,0.0038236686101671895,0.002000562389112334,0.0032241673175731774,0.1867598107563695,1.8442895216440234,0.833009265529943,0.007223403812641818,0.034321087165752814,0.0021658741887817935,0.003518275209398069,0.009488963800008233,0.009002091217043932,0.10404644947681133,0.2278234843729675,3.018504220069622,1.09680836935854,0.12157861862839374,6.0876123425011705e-05,10.855569016168129
PIGEON LAKE,0.03632748565359748,0.06593099570777189,0.05582903794111682,0.6672963674838528,0.009810719419429284,0.009757870089976698,0.005527648421132071,1.1290367707880444,1.2390644746823356,0.9835604158894112,0.029459748998144672,0.006474160749490476,0.008890801372196961,0.006470946330338262,0.006722155957446044,0.004173200025142691,0.0040859786954055705,0.24056417450707263,2.834829981903083,0.07699731420841299,0.16757125354478636,0.0006611908694834688,11.094090168989649
PIGEON LAKE,0.01800007884004863,0.05366287486511843,0.039243514275351055,0.794703682985389,0.008553550979702527,0.007433792730154152,0.01080485594955565,0.7997841544477744,0.8417721662243691,1.7634265652632197,0.04502950463412569,0.06331018303603844,0.0024322049148542382,0.007646961052679478,0.0022039105188061056,0.007559817700398862,0.0015622210380185908,0.27879697130282327,2.8321160212160237,0.07733866571422023,0.16757097694959733,0.000932870213942427,11.082621571986335
PIGEON LAKE,0.025018092321259,0.09055654638794206,0.008567057493042686,0.6961734722181042,0.0021126081724974484,0.0067599079297214456,0.00959685111452478,1.0422685231785251,0.8952208098825831,0.8924367176535634,0.08323110266044283,0.06613250006299543,0.005965130682223457,0.0016560464170201272,0.004813067390576839,0.002531079797965349,0.1305504491489402,0.12422293902485904,2.8724712809456276,0.5933548384090854,0.13144450440419886,3.008902905047396e-05,10.765055691940177
PIGEON LAKE,0.016267687633416808,0.04129695301137035,0.03214995498094601,0.7554131348465986,0.005638475925921933,0.0031263920473726782,0.004006743356395295,0.26175502363238656,0.9909614140516956,0.9250895761152282,0.07057372064866031,0.025346381540674572,0.006659128765506311,0.005117673312100396,0.007604739096023775,0.0017283012769476165,0.04838341232673271,0.2218668722408805,2.843482251983638,0.037572664668452445,0.16546093074048798,0.00018931404913767705,11.170706098476472
PIGEON LAKE,0.0386478101266621,0.010331624401588226,0.06492640340283064,0.7687390261542282,0.00473450732681918,0.003285543720185144,0.00923992388916665,0.44611779555260567,1.6462327164583326,1.5057103540229062,0.09818055878512305,0.017271715743282602,0.0036069953491290043,0.00339822690569815,0.005087145583725611,0.008305084758953779,0.1495647250358691,0.2102732521391901,5.867917892467184,13.250524331391308,0.08691489123936424,9.353648236408764e-05,10.1341388107557
PIGEON LAKE,0.07945410975866687,0.05529309686245409,0.05247528544312813,0.6564979686048975,0.009644366958638698,0.0074135743281452575,0.006753435808291678,0.8620842719001663,1.0824295909782295,1.4582067915595422,0.09722140237031342,0.052554809875565156,0.0020687026179022254,0.00297029679129471,0.0045395376722111,0.005728448311111633,0.09305794627534592,0.2677601989804786,2.87969913024951,0.04650981431259866,0.164951770705182,9.680771704496272e-05,11.307238128263213
PIGEON LAKE,0.05328984665693788,0.05633955815080099,0.006565034949707622,0.7007861806971288,0.005027673219327835,0.006908018163968796,0.010660816532034097,0.6121260193839622,1.2459856557879778,0.8682595371280022,0.0048126810561459,0.050677798600906314,0.009274157994603028,0.006238832964641273,0.009634748973256882,0.005065386870520222,0.05550729191924984,0.2006835973969872,3.0527055467992112,1.3374734148150655,0.12351270237978822,1.970450544251861e-05,10.74981636549655
PIGEON LAKE,0.08656064467425328,0.027890108119044323,0.08267025634989686,0.727366803654051,0.0015077233875490396,0.006979161351223784,0.010496584534167259,1.0569056491227513,1.4895949230027217,0.7784216581601437,0.08651156937450694,0.061509146730930865,0.003188822186217814,0.004227819546065707,0.003472297537195485,0.004225397550381653,0.12572477474019533,0.1985839168242219,11.84328362696425,37.96609653137931,0.12693404504362202,2.0938919445197213e-05,9.280082992514629
PIGEON LAKE,0.050586905406588105,0.06475233468855456,0.06268909171791323,0.7656307506190766,0.007608336703659108,0.009320589000811244,0.0042718424117230884,1.0029770854281057,1.9072644132450984,1.6017102662893372,0.009667545977701066,0.021170356688407235,0.0024434732897199796,0.0036972139670233693,0.006416503210905879,0.005565070326379914,0.10502185288531408,0.2647094382373072,2.8655997948665495,0.020434437290270873,0.16125278868278986,0.00010136688841732535,11.28061058660472
PIGEON LAKE,0.08852981619264533,0.03669355558020282,0.07178420448761702,0.665303824945372,0.0037680788015697145,0.0036701329359181134,0.009768341449696698,0.9487955311413498,1.0272259735489382,1.124167788621981,0.050262549277336775,0.04836976218660523,0.0051425415889156416,0.00752354572671159,0.006928860175218916,0.007874249006940288,0.021089500438368262,0.038815399955125215,2.7933232577218146,0.007322101538349378,0.16075990797750722,1.6910629523288972e-05,11.00519411074188
PIGEON LAKE,0.055614096197630074,0.005462468007352055,0.03377233811836273,0.655687718234097,0.007416782627937264,0.003666600759591936,0.005353810233082269,1.3958696058715936,1.6412324089269603,1.5283076686221861,0.07957516778490817,0.0029323362568371286,0.006243392285072198,0.006875855510930663,0.005131713693820547,0.006432992183561587,0.018632849118137097,0.06165406079046966,2.8171750287037014,0.028368589385562238,0.1634322222807871,2.1560851568281294e-05,11.076877742296888
PIGEON LAKE,0.010751938984446666,0.002575092226487774,0.06409171139290734,0.7348110022385506,0.006245211696750734,0.008359054826332469,0.004128491320535277,0.629063229262071,0.9331429682110016,1.1176093228643005,0.05184575427852933,0.0059118885576960115,0.0040697617071022655,0.0020345344605809516,0.0051592249889682255,0.0020030295244010798,0.10159450025062661,0.017041491300683165,2.793218971818537,0.08528235729377129,0.14346177300977378,2.4131434621889764e-05,10.944107625535981
PIGEON LAKE,0.07111287717694974,0.06790796651152528,0.0843149599066435,0.777131559797488,0.007769855530916231,0.007633911424893549,0.006512503167674903,1.1973454082219677,0.774674008167669,1.0486636125080981,0.041135627782174174,0.059770885333908175,0.0068712014447459505,0.005415747628177217,0.002887987408098791,0.004117227768012699,0.08485191078084166,0.1342088263875402,2.8615393159903304,0.06840690891898825,0.16692131177235442,3.039330785588957e-05,11.210798649962124
PIGEON LAKE,0.07372144551370263,0.05001300272993599,0.013517695151046422,0.6727198284951169,0.0013003904694728324,0.003365976210666305,0.011300708396333766,0.8079572141387403,0.8663590317690117,1.6652321590840207,0.026824332152839265,0.07949661927711746,0.007300899676381057,0.006172876783888878,0.0047523850065138975,0.006935574301333041,0.12302542845162615,0.17060582596442758,5.8013594440891,13.33633260185033,0.08870829282108902,2.993118891968478e-05,9.780366950496063
PIGEON LAKE,0.046771671771219644,0.045133161713711754,0.06735705840436766,0.7934425815691805,0.008336784906477327,0.00443234584426124,0.004383321446850969,0.9089997911908823,1.6090738469021015,1.7354392674654564,0.01585038983003941,0.04165423985693999,0.0073561645978902235,0.007620466688376025,0.006436059172606919,0.008515828916670099,0.14309767280070682,0.12334648975680153,2.825371761213875,0.011277203731798113,0.15759431682028238,3.121709838447659e-05,11.132584307205036
PIGEON LAKE,0.027887367398658103,0.06414105162959845,0.09038646119608285,0.7564823081124279,0.004285555644645434,0.0077035589197529475,0.009869151997330695,0.5891286693284132,1.7336289798842328,0.7749245024938259,0.08551213918617706,0.08446904644741933,0.004041199012841385,0.0021629931218815177,0.003963846921628393,0.002654257825206509,0.1416656622136253,0.20619830330177172,2.8551153055276286,0.228735317906327,0.13911212269489265,6.873682700826133e-05,11.052545044682287
PIGEON LAKE,0.019369699022097432,0.08879553726676045,0.08714019841272186,0.7049121198552252,0.0030421968542445593,0.009012714853792824,0.0038362312946588484,0.4579785818283372,0.6211973545487143,1.2996824413678392,0.034112761747713535,0.04208935936190907,0.004281061421688323,0.0055273745866983035,0.003675718369847492,0.0047694388257269365,0.02377338462128699,0.13021270631875614,2.8108609965474205,0.01274131655064766,0.1641236601018914,0.00013648413125727784,11.066442525405886
PIGEON LAKE,0.0927410888759677,0.04309839864189849,0.09275248999831918,0.7178410045544577,0.002659029091885621,0.005922064957739118,0.0016051299919213873,0.4322419617243516,0.7662194855939213,1.771694699270218,0.0039787339937114655,0.03377747821891526,0.003319943865645489,0.003655234789230547,0.0016746673424459899,0.003883816011369651,0.0814674950761704,0.14049246323397543,5.166682304470422,10.365752225607787,0.08612915878975329,2.369433706766055e-05,10.21482413914708
PIGEON LAKE,0.009940440415651355,0.06987898559287944,0.01783251901261681,0.7017897167660018,0.009597105039234798,0.005678908380418671,0.003738153560453409,0.28251233695681577,1.2194474303266842,1.55446391387904,0.008589861419891855,0.05439087795210271,0.005522773061675084,0.008911976709289572,0.008088781906662866,0.0064968333579983216,0.10363706194769885,0.23815988046631864,2.8564961360202457,0.019605859554871926,0.16101791083295494,5.535628284620667e-05,11.245305417410309
